angle_real,angle_pre,angle_diff
-37.995670491141944,-40.33448524141783,2.33881475027589
-78.52787908216355,-79.19787609832748,0.6699970161639325
48.0503234237104,44.778094660286605,3.2722287634237945
2.3508703596637046,3.8675787053616624,-1.5167083456979578
-34.915479725042125,-34.06690268792,-0.8485770371221313
22.375500002306968,21.597327865022923,0.7781721372840444
87.18565726601553,86.30042974559795,0.8852275204175756
55.27495003986607,55.595464516592756,-0.3205144767266898
-75.08996519295447,-74.09167727950208,-0.9982879134523875
53.258568569364854,51.35325151523955,1.905317054125302
81.933501310954,78.24286589381336,3.6906354171406406
37.185015191585066,29.18070097737271,8.004314214212357
-31.534618493242693,-34.9516328008817,3.4170143076390085
73.62980736622134,73.23114081173851,0.398666554482833
-45.69761289471633,-49.71313695023815,4.015524055521826
61.54699435656257,60.780440077985844,0.7665542785767216
38.53789580913694,36.275666297037475,2.262229512099471
-24.919752142884548,-21.672195687132138,-3.2475564557524086
81.21345514331419,84.13531664140619,-2.9218614980920012
-32.62917308798002,-30.81614814829258,-1.813024939687438
-7.454370077228564,-6.283440931261559,-1.1709291459670041
81.48763908241317,81.70819765343343,-0.22055857102026577
21.705713693550884,19.54450101041571,2.1612126831351715
51.84650210962318,52.13946115991795,-0.2929590502947756
-53.18630231120165,-55.62547490819937,2.4391725969977247
-89.78650529655214,86.61325005995879,-176.39975535651092
28.704542391471414,31.309376616005352,-2.604834224533938
77.8687674605062,76.65879496356958,1.209972496936624
68.40278615656176,64.61793357856615,3.784852577995606
6.035025354924426,8.540682898120831,-2.5056575431964063
-79.51679001078014,-79.93699519617911,0.4202051853989681
38.40712008283695,38.31190100242881,0.0952190804081385
36.96918661792413,38.646740893041,-1.6775542751168742
73.40666381720263,72.86485446599542,0.5418093512071985
-87.9257299830638,-88.24960442687986,0.3238744438160564
-27.284959853307384,-28.60837279685618,1.3234129435487967
-64.34159098289922,-63.4395154759443,-0.9020755069549272
81.78435913059722,82.0075001378609,-0.22314100726367614
-82.49163861661185,-84.51718231590107,2.0255436992892055
-50.07094163706008,-59.515707654026464,9.444766016966383
-14.397776623866594,-11.83326213037299,-2.5645144934936037
-6.525584922362668,-9.174933184041844,2.6493482616791755
-51.870104833985174,-54.051225954603765,2.1811211206185956
37.760348832974074,40.376891346307765,-2.6165425133336946
3.1948877508403695,3.7711537343884265,-0.5762659835480569
-1.2824447578241187,7.577357018672039,-8.859801776496159
-9.486571329112303,-11.340339169182235,1.8537678400699318
-59.813744086916536,-54.60217284025369,-5.211571246662846
46.33585887750451,50.52076188540886,-4.184903007904345
79.05021842754972,81.41368324205209,-2.3634648145023713
-82.68317841383862,-79.49386771290273,-3.1893107009358945
-51.618039277252976,-49.142871210826804,-2.475168066426166
6.488055057772889,11.71000188070982,-5.221946822936932
51.73706918407778,48.020125532169345,3.7169436519084362
-8.801722697897311,-9.488528626937457,0.686805929040145
-60.015713197537764,-61.39628064664812,1.380567449110357
-42.73505830676883,-45.46241840357332,2.72736009680449
76.57242190403043,74.12894339244684,2.4434785115835824
37.297883490831026,36.60345930351435,0.6944241873166762
78.25748430031346,76.30290701123825,1.9545772890752078
19.078819984162596,22.00924917500461,-2.9304291908420117
-80.24399220957122,-82.78945173182603,2.5454595222548164
30.90748645201722,31.00734424492292,-0.0998577929056992
73.30841289415838,69.55411701714603,3.754295877012363
87.1528812122798,86.04084080029995,1.1120404119798508
-30.00187202012442,-26.746455816866632,-3.2554162032577887
59.75037838568027,57.84006807844122,1.9103103072390506
-17.727850337363748,-16.816803647325912,-0.9110466900378374
-61.73119297176222,-65.19226149126266,3.461068519500428
-4.804524622100337,-3.1668784130995347,-1.6376462090008024
55.33727717236776,56.095417425501296,-0.7581402531335306
19.915986026189515,18.793461312221325,1.1225247139681889
65.1076339347758,64.35775015753303,0.7498837772427829
50.12397343606456,46.9557989704804,3.168174465584155
51.40840386795239,53.532429487040424,-2.1240256190880427
-89.97704269866028,85.32584607620421,-175.3028887748645
48.04120970189243,45.02140623326349,3.0198034686289383
25.31212109714378,23.23712243140248,2.0749986657413015
-56.292490597070504,-54.66244505953957,-1.630045537530929
34.798250555193334,36.7428359863547,-1.944585431161368
-71.71467769419046,-75.52494301721856,3.8102653230280965
-74.93334540924752,-77.31444859163012,2.3811031823826
-9.688327014130946,-4.9345957838259125,-4.753731230305034
-6.803978722204749,-11.181833758525938,4.377855036321188
-78.23068123788492,-77.48907394357238,-0.7416072943125362
-45.01869506061498,-41.16641230053545,-3.852282760079536
-71.23007816200209,-69.80135877802678,-1.428719383975312
78.92262190594312,80.58835764489552,-1.6657357389523946
-16.064246365330852,-16.470107905285204,0.4058615399543508
-14.455649123887065,-11.519861090965609,-2.9357880329214545
12.975106486370876,16.448402535875246,-3.473296049504369
-87.0536148508732,89.01945153223997,-176.07306638311317
79.46534592654533,81.24604890278214,-1.7807029762368138
45.854770201666355,44.67671739279205,1.1780528088743067
12.083805521647404,11.256236655112774,0.8275688665346307
58.28006393618707,58.05078453075155,0.22927940543551856
-32.41824859460442,-32.5043282657842,0.0860796711797886
57.047520745648804,59.68823174248122,-2.6407109968324165
-32.2276562188968,-32.40025835826447,0.17260213936768057
69.40827159858735,64.16489799633447,5.243373602252885
-7.619207983752335,-11.358164765610065,3.73895678185773
10.614995516618963,14.827186234949163,-4.212190718330199
11.421487853242056,12.962011440755987,-1.5405235875139311
31.139289406456744,30.819714315483022,0.31957509097372166
8.20755959867155,9.099324521837847,-0.8917649231662967
21.37331920442825,20.69114140126889,0.6821778031593585
-11.850811448486036,-13.728065738953413,1.8772542904673766
-7.160265733567059,-9.517374502663541,2.3571087690964814
81.7496843817943,79.08513430414733,2.6645500776469593
-3.3310394033963195,-4.073597087295142,0.7425576838988227
-31.77939693536203,-29.531894758506716,-2.2475021768553107
-59.32180419551054,-54.38052966027163,-4.941274535238911
-24.597576205831228,-18.18075641324777,-6.416819792583457
-51.81602518680324,-53.262602673670585,1.4465774868673524
-84.39119408347028,-83.33745849563152,-1.0537355878387507
15.62832600924936,14.34240291463214,1.2859230946172187
-20.940341283144537,-20.17797272469918,-0.7623685584453563
85.02955162879347,84.46572529461933,0.5638263341741422
79.97194247021537,77.77729392513088,2.194648545084503
49.15256933055377,48.19194360944864,0.9606257211051223
-72.44306472569824,-72.04887401883896,-0.3941907068592751
-7.5940222486885185,-6.20459588371278,-1.389426364975739
-13.489693461360135,-16.05485212455908,2.5651586631989454
-63.59452709802533,-63.84868876236944,0.2541616643441095
-27.22023780695457,-29.221395615043296,2.0011578080887227
-23.17597460744513,-23.728325268984346,0.5523506615392156
-81.84203162595703,-83.3379601550079,1.4959285290508717
59.435316971871835,59.61435818412017,-0.17904121224833808
-26.835542049855725,-26.729139171315857,-0.10640287853986823
24.710353708456434,23.32503525603236,1.3853184524240763
-69.73973875774341,-75.37182242491748,5.632083667174077
1.0039376166878993,1.1143096786209623,-0.110372061933063
-50.534610716916134,-50.26375790938242,-0.2708528075337179
15.449972993453391,12.22742906132347,3.222543932129923
-72.82343797213082,-76.67505546414132,3.851617492010509
53.55007069583593,52.681113759996215,0.8689569358397083
-89.34312179751814,89.28164685771625,-178.62476865523436
-6.324985919354327,-5.484726651901651,-0.8402592674526755
0.6459396201600403,7.077851642954918,-6.431912022794878
26.335236923367134,36.36728502645852,-10.032048103091386
57.276867118522674,58.62980493770714,-1.3529378191844679
-45.61015275209629,-44.24999801835543,-1.360154733740864
24.598004120787326,28.430799155146474,-3.8327950343591466
-25.15439535908485,-20.549994166508718,-4.604401192576134
12.852448096388223,17.34347093950707,-4.4910228431188495
-87.35944929137594,89.65367244041057,-177.01312173178653
40.769368084191825,41.512375117657946,-0.7430070334661201
-74.8958339164178,-76.8565984818277,1.960764565409901
-59.46527071597966,-62.38095035424471,2.915679638265047
60.68196118967481,58.00852810923429,2.673433080440514
-21.987762454436243,-15.493964715631355,-6.493797738804887
-87.47919801832371,89.3630581806459,-176.8422561989696
-26.08856398443774,-30.7125692831562,4.6240052987184574
-15.305399825594602,-16.08099816879765,0.7755983432030462
-30.708905067393562,-28.51073901453517,-2.198166052858395
-66.68276975936095,-68.08921165460461,1.4064418952436646
16.87494969915005,20.53085946757651,-3.655909768426459
-78.3107814303286,-78.25531226907962,-0.055469161248976134
87.6213689408895,86.53672440880835,1.0846445320811382
-55.00644386598741,-57.19907550295612,2.192631636968713
52.13502489395778,52.36009278459493,-0.22506789063716204
58.976701331246566,57.77179981404349,1.2049015172030795
-70.61893622428477,-75.03925758602543,4.420321361740669
-64.25294969671256,-64.12109305359562,-0.13185664311693746
-50.86744052399477,-41.97293110467021,-8.894509419324564
66.40692175197422,-33.301958895874,99.70888064784823
-9.752250356852198,-9.947399506893293,0.19514915004109565
-65.9244538904866,-68.03810589752861,2.1136520070419986
-20.403213376006327,-17.200731183157995,-3.202482192848331
45.82991753434364,45.574895124019676,0.25502241032397127
43.24136309764743,43.24528808962819,-0.00392499198076406
88.21495444865465,88.0467043151215,0.16825013353314916
61.349434129135226,62.12508856075159,-0.7756544316163648
68.80876438617143,63.00345224476532,5.805312141406107
7.016417765621194,6.039298995506346,0.9771187701148477
-1.016114978025641,1.5064019503833048,-2.5225169284089457
43.7313233776248,44.82680826336457,-1.0954848857397739
56.569167502387806,48.87423446543099,7.694933036956819
71.72562908082448,78.8702797666313,-7.144650685806814
-79.33436832772989,-77.30148189874973,-2.03288642898015
-65.13226572062128,-63.07410189107716,-2.058163829544117
-0.9614906982080044,2.68618263754481,-3.6476733357528146
61.66156435268734,58.81304191150034,2.8485224411870003
85.40217693218328,85.17587193365412,0.22630499852916505
-4.457132510458526,-6.657099521587923,2.1999670111293974
63.11058160290852,62.092037550188515,1.018544052720003
20.726935627932946,22.80960673364652,-2.0826711057135743
46.6533743591361,44.483014368490075,2.1703599906460305
67.05289819537339,59.70272874064311,7.350169454730271
62.341173371424055,58.41717083836449,3.9240025330595607
10.663837314221615,14.761270478724839,-4.097433164503225
30.868238763302216,30.055827585662392,0.8124111776398232
62.463649544373304,67.88420283004537,-5.4205532856720575
45.445348216875736,45.735240103134984,-0.2898918862592428
29.562944552950487,30.110473214756063,-0.5475286618055756
-56.76128548044469,-55.23564797755581,-1.525637502888881
27.26011261666074,27.51417233983568,-0.25405972317494135
34.932025939325065,32.83404470104891,2.097981238276155
-53.15934525558652,-49.5280708679298,-3.6312743876567257
2.259187409051072,2.6467844904074815,-0.3875970813564097
-67.23927364451576,-64.63565199298262,-2.6036216515331363
-16.28331421331083,-13.407878579948093,-2.8754356333627387
51.55284871927067,47.03155442747464,4.5212942917960275
-69.98261765168643,-71.07654310084217,1.0939254491557509
72.06105196142705,73.10188112713008,-1.0408291657030257
19.524251229439518,17.89537623195517,1.6288749974843515
24.384892760483268,29.445165734685393,-5.060272974202125
80.09461594695398,76.8589996650037,3.23561628195029
9.53687986968231,11.452871903168905,-1.9159920334865965
-70.0421682471122,-65.28493832195267,-4.757229925159523
48.88733773047386,51.204351795673766,-2.3170140651999094
-58.64699973444409,-51.77286924684183,-6.874130487602257
-11.583260954300169,-10.893635204740487,-0.6896257495596816
-80.13232861027466,-81.49950894160982,1.36718033133516
-68.6024692113176,-67.94494914528836,-0.6575200660292312
-54.91009237242684,-51.203967753383864,-3.7061246190429693
62.08049580235332,64.46210887725223,-2.381613074898916
7.850578304010883,13.390051360930931,-5.539473056920047
-84.7137108822246,-83.0386745823709,-1.6750362998537007
-40.160449041269594,-39.26788609142679,-0.892562949842808
22.299186761067734,25.485273075331865,-3.1860863142641285
52.31177584081707,51.500637463427516,0.8111383773895519
