,X true,X pred
0,72.9283424918459,-111.33731786768415
1,72.959616794712,-114.92967775820146
2,72.99109591353277,-141.41223213436137
3,73.02278184774066,-141.77656880858814
4,73.05467662262087,-124.07045893048512
5,73.08678228972626,-122.8874911343835
6,73.11910092730012,-122.9216533970054
7,73.15163464070712,-130.38001041896936
8,73.1843855628724,-127.15538933676537
9,73.2173558547293,-127.2067768903208
10,73.2505477056757,-112.75939161460923
11,73.28396333403904,-121.16264737516093
12,73.3176049875507,-121.15371967018406
13,73.35147494382927,-121.05795159711353
14,73.38557551087362,-121.36648657026983
15,73.41990902756534,-120.95835553958109
16,73.45447786418134,-121.65415153958077
17,73.48928442291636,-129.33480098340286
18,73.52433113841592,-138.7798068039404
19,73.55962047831983,-138.75778410329792
20,73.5951549438166,-138.76363371732003
21,73.6309370702088,-124.09079879747016
22,73.66696942748983,-151.80596674970866
23,73.70325462093224,148.21031105032583
24,73.73979529168804,145.01773733153289
25,73.7765941174009,144.95016386301904
26,73.81365381283108,103.59608268989388
27,73.85097713049274,-108.0688147500729
28,73.88856686130458,-108.15711045161696
29,73.92642583525361,-103.11792368821452
30,73.96455692207257,-102.75280072821604
31,74.00296303193134,-102.94884873066894
32,74.04164711614264,-102.94305597791302
33,74.08061216788234,-102.85586147728843
34,74.11986122292473,-100.19357287363326
35,74.1593973603932,-100.29500740957145
36,74.1992237035265,-100.87366673899294
37,74.23934342046127,-101.1624251146962
38,74.27975972503074,-101.12520911222701
39,74.32047587758075,-102.98693533336112
40,74.36149518580255,-102.97375433761358
41,74.40282100558369,-104.91255032166288
42,74.44445674187689,-104.2252605039445
43,74.48640584958744,-104.84191560092955
44,74.52867183447987,-105.75338531370984
45,74.57125825410374,-107.85911297051287
46,74.6141687187399,-107.02263083246105
47,74.65740689236685,-107.01476860426423
48,74.7009764936483,-109.507581384687
49,74.74488129694222,-55.55279065651212
50,74.78912513333196,-56.280962405074945
51,74.83371189167995,-70.89888419583141
52,74.87864551970463,-92.00254553082962
53,74.92393002508122,-90.05481552984931
54,74.96956947656672,-70.38004061732829
55,75.01556800515013,56.45284991692267
56,75.06192980522803,56.352693781151764
57,75.1086591358068,43.32754384559952
58,75.1557603217315,51.175654951265
59,75.20323775494266,24.77937482515467
60,75.25109589576128,26.310115169774605
61,75.29933927420315,59.65194461125459
62,75.34797249132275,59.64477420777041
63,75.39700022058825,46.821940622843286
64,75.44642720928745,-57.454450588613796
65,75.49625827996651,-83.56831114449608
66,75.54649833190146,47.606714695165735
67,75.59715234260385,62.37769321851809
